Summary,Rating,cluster
Kirby Super Star Ultra Nintendo DS reimagines one beloved Kirby games time The game features new graphics fully rendered animated cut scenes With many adventures waiting unlocked never dull moment Kirby runs floats copies enemies uses Helpers fight King Dedede Meta Knight New modes like Revenge King Meta Knight Ultra await along classics like The Great Cave Offensive Milky Way Wishes On top main modes also three new touchscreencontrolled minigames played three friends via DS Download Play Not players go Kirby adventures friend via local wireless well,4.3,0
Flower Sun Rain PlayStation 2 puzzle adventure game developed Suda 51 It also remade DS Europe United States,4.3,5
The King All Cosmos accidentally destroyed stars andhaving recoveredwants prince rebuild Unfortunately prince stands little less half foot tall recreating stars require effort Enter Katamari sphere prince push around world roll items increasing Katamaris size suitable King Taking place stylized versions Japanese houses cities environs prince pushes Katamari around collecting items adhere At first prince pick smaller items Katamari grows collect Push pins paper clips cling Katamari increasing size roll obstacles pick bigger items Over many levels Katamari eventually pick people cars bigger items Players steer Katamari thirdperson perspective using analog sticks PS2 A tutorial stage takes player controls sets story well introducing side story Japanese girl feel cosmos Wanting challenge prince King sets requirements Katamaris size sets time limits level Bonus missions restore constellations restrictions The world Katamari Damacy brought life offbeat animation catchy soundtrack Players find presents hidden levels contain accessories prince Two players also battle headtohead Katamari competition,4.2,2
The world peril forces good evil make play powerful Chaos Emeralds In Shadow Hedgehog control Shadow choose side fight This 3D platformer lets use weapons vehicles environmental objects time space manipulation combat foes Although 3D platform game recent Sonic Adventure games games levels feature three different missions Hero Dark Normal player may choose complete The games plot depends mission completed well subsequent playable levels The game stars Shadow Hedgehog quest recover memory goal pursuing since debut Sonic Adventure 2 evil alien race known Black Arms invading planet,2.4,4
Experience critically acclaimed masterpiece renowned Sumie ink art style breathtaking high resolution Take role Amaterasu Japanese sun goddess inhabits form legendary white wolf quest defeat Orochi eightheaded demon tyrannical monster responsible turning world Nippon ruined wasteland,4.2,1
Metroid Samus Returns remake Metroid 2 Return Samus It uses 3D graphic style side view camera zooms changes cutscenes It also new mechanics items abilities Brave hostile terrain alien planet teeming vicious life forms legendary bounty hunter Samus Aran Her mission Terminate Metroid menace masterful reimagining 1991 Game Boy adventure Samus Arans arsenal enhanced new moves abilities sure help face deadly surprises await This intense sidescrolling action platformer great entry point Metroid franchise perfect returning fans well available Nintendo 3DS family systems,3.6,4
Life Strange series awardwinning criticallyacclaimed narrative adventure games Discover universe everyday heroes wield supernatural powers dealing real challenges real relationships real emotions Its world twist strange No matter choices experience stay forever Deep mountains Colorado youll find Haven Springs small mining town filled beauty mystery As Alex youll discover shocking secrets behind brothers death emotional rollercoaster adventure using psychic power Empathy change fate change lives,3.6,0
Pokmon Black Version 2 Pokmon White Version 2 second final paired versions Generation V sequels Pokmon Black White respectively Both games revealed Pokmon Smash Junichi Masuda subsequently official Japanese international Pokmon websites February 26 212 They released Japan June 23 212 North America October 7 212 Australia October 11 212 Europe October 12 212 South Korea November 8 212 The games feature two new forms Kyurem serve game mascots games Black Kyurem Black 2 White Kyurem White 2,4.2,7
NEEDY STREAMER OVERLOAD multiending ADV depicting daily life OMGkawaiiAngelchan young girl rather extreme need approval attempting become 1 Internet Angel streamer,3.5,1
With addictive action frantic firstperson shooter combat massive arsenal weaponry RPG elements fourplayer coop Borderlands breakthrough experience challenges conventions modern shooters Borderlands places role mercenary lawless desolate planet Pandora hellbent finding legendary stockpile powerful alien technology known The Vault Role Playing Shooter RPS combines frantic firstperson shooting action accessible roleplaying character progression CoOp Frenzy Fly solo single player drop 4 Player CoOp online maniacal multiplayer experience Bazillions Guns Gun lust fulfilled rocketlaunching shotguns enemytorching revolvers SMGs fire lightning rounds tons Radical Art Style New visual style combines traditional rendering techniques handdrawn textures create unique eyecatching spin First Person genre Intense Vehicular Combat Get behind wheel engage intense vehicletovehicle combat,3.1,8
Explore twisting caverns ancient cities deadly wastes Battle tainted creatures befriend bizarre bugs Uncover ancient history solve mysteries buried kingdoms heart Hollow Knight Voidheart Edition includes The original award winning action adventure 4 giant Content Packs built launch expanding game new quests terrifying boss fights striking new abilities,4.5,0
Klonoa Door Phantomile sidescrolling platform game viewed 25D perspective The player moves protagonist Klonoa along path twodimensional fashion game rendered three dimensions This allows path followed curve player interact objects outside path,4.1,2
Experience Lara Crofts defining moment As Lara Croft races save world Maya apocalypse must become Tomb Raider destined Become Tomb Raider,3.3,4
Mario Luigi Bowsers Inside Story third game Mario Luigi series games Players control Mario Luigi simultaneously sidescrolling platform environment Bowsers body also controlling Koopa King topdown world Mushroom Kingdom Similar games like Earthbound enemy encounters seen actual enemies players avoid attempt strike early The actual battles combination turnbased menu attacks timed reactions enemies battle By watching way enemy reacts anticipate attack avoid counterattack,4.2,3
Ascend humanitys last remaining shelter great towercity The tower torn violence poverty chaos Conquer enemies discover secrets superstructure origin obtain power challenge The Keymaster,3.5,0
Explore massive dynamic open world offering incredible variety gameplay possibilities Hack way traffic engage dangerous car chases winding streets San Francisco traverse rooftops colorful vibrant neighborhoods Oakland infiltrate cuttingedge offices Silicon Valley companies There many secrets uncover birthplace tech revolution,3.3,8
Earth burning The Reapers taken civilizations falling like dominoes Lead final fight save humanity take back Earth terrifying machines Commander Shepard Youll need backup battles Fortunately galaxy habit sending unexpected species way Recruit team members forge new alliances prepared say goodbye time partners make ultimate sacrifice Its time Commander Shepard fight fate human race save galaxy No pressure Commander Fight smarter Take advantage new powers combat moves Shepard blind fire enemies build tougher melee attacks Plus fight team combine new biotic tech powers unleash devastating Power Combos Build final force Build team variety races classes combine skills overcome impossible odds Youll joined newcomers like James Vega toughasnails soldier well EDI trusted AI newly acquired physical form Keep eye beloved characters past beware Some may survive final battle Face friends Enjoy integrated coop multiplayer mode team friends online liberate key conflict zones increasingly tough opponents Customize warrior earn new weapons armor abilities build war preparedness stats single player campaign,3.7,0
Goat Simulator thirdperson perspective game player controls goat There appear kind storyline plot The player free explore games world goat destroying things environment running jumping licking Goat Simulator like old school skating game except instead skater youre goat instead tricks wreck stuff explained games creators,2.4,1
Skyrim special edition remaster classic 211 Now upgraded visuals Skyrim reimagines revolutionises openworld fantasy epic bringing life complete virtual world open explore way choose,4.0,8
Welcome Hope County Montana land free brave also home fanatical doomsday cult known The Project Edens Gate threatening communitys freedom Stand cults leader Joseph Seed Heralds spark fires resistance liberate besieged community In expansive world limits creativity tested biggest ruthless baddest enemy Far Cry ever seen Itll wild itll get weird long keep wits residents Hope County rest assured knowing youre beacon hope,3.0,0
Call Duty Modern Warfare 3 firstperson shooter video game developed Infinity Ward Sledgehammer Games Treyarch Wii version Raven Software assisted development published Activision,3.2,5
An extremely fun rhythmdance game For fans DDR Guitar Hero 3 The plot game centers around protagonist Boyfriend trying hook Girlfriend exrockstar father Daddy Dearest doesnt approve Its Boyfriend rap battle way anyone else stands path finally kiss Girlfriend Time get freaky,2.8,0
Osu freeware rhythm game originally Microsoft Windows It written C NET Framework inspired Osu Tatakae Ouendan,3.1,1
The Legend Zelda Twilight Princess initially developed Nintendo GameCube mind ended receiving Wii port released promote new console This version motion control compatibility sword pointer controls menus bow boomerang This version game completely inverted map locations comparing GameCube release The change layout meant adapt Links usually lefthanded design righthanded people given motion controls,4.1,6
The Old Hunters first Expansion Bloodborne It feature new Locations Bosses Weapons Armor Set nightmare world hunters past trapped forever explore brand new stages full dangers rewards deadly beasts overcome Youll find multiple new outfits weapons add arsenal well additional magic wield add variety combat strategy With new story details learn tale hunters made Yharnam hunting grounds meet new NPCs discover another side history world Bloodborne,4.6,8
Prepare different story set universe Fire Emblem Three Houses Shez mercenary whose team decimated Byleth battle joins military academy Garreg Mach Monastery becomes student one three classes including students one three nations continent Fdlan Like Three Houses game allows players decide class join leading different story paths playable characters,3.6,1
Super Smash Bros Nintendo 3DS first portable entry renowned series game worlds collide Up four players battle locally online using Nintendos wellknown iconic characters across beautifully designed stages inspired classic portable Nintendo games Its genuine massive Super Smash Bros experience thats available play go anytime anywhere,3.3,3
The Special Support Section back members cases solve How ragtag group deal oncoming threats Crossbells political stability maintaining teams foundation,4.5,0
A JRPG entry Super Mario franchise Mario meets many unlikely allies order jump fight way Mushroom Kingdom collect stars repair Star Road pathway grants peoples wishes destroyed Smithy otherworldly entity hijacked Bowsers castle threw Kingdom disarray,4.0,3
ASTRAL CHAIN brand new action game PlatinumGames exclusive Nintendo Switch As part police special task force fight mysterious alienlike creatures invaded world,3.6,1
DmC Devil May Cry fifth game hackandslash thirdperson action series first largely developed Capcom This title reimagining series protagonist Dante set alternate universe The Dante game different away trademark white hair altering main character well games tone much Western influence The gameplay still largely identical Dante engages many opponents fast fighting style stringing together combos hits quick succession,3.0,5
Dragon Age Origins thirdperson roleplaying game described spiritual successor Baldurs Gate Neverwinter Nights franchises Players create character customizing gender appearance well choosing race class Combat real time ability pause moment tactical options include editor allows player give AI detailed instructions behave every possible situation Although main storyline every character created game features six unique prologues two race Dragon Age Origins received critical acclaim upon release praise mostly directed story setting characters music combat system,4.0,2
Adventure world unparalleled depth danger SquareSofts Vagrant Story In sweeping dungeoncrawling epic play Ashley Riot young assassin spy organization known Riskbreakers Your goal unravel deep twisted plot come terms recent death wife child If sounds bit cerebral never fear Your path recapturing sense humanity hinges destruction countless vicious monsters exploration dark dangerous dungeons Vagrant Story awash gorgeous scenery features designs Yasumi Matsuno Akihiko Yoshida acclaimed artists creators behind Final Fantasy Tactics,4.0,8
Amnesia The Dark Descent survival horror video game Frictional Games The game features protagonist named Daniel exploring dark foreboding castle trying maintain sanity avoiding monsters terrifying obstructions The game critically well received,3.5,5
Monster Hunter Rise Sunbreak expansion original Monster Hunter Rise Featuring improved gameplay nimblefeeling additions combat mechanics unique new monsters hunting locales new difficulty level form Master Rank quests As hunter saved Kamura calamity must journey faroff reaches Elgado outpost near Kingdom beset sinister new nemesisthe elder dragon Malzeno,4.3,8
A sidescrolling Mario adventure unleashes creative potential Super Mario Maker 2 awaits Story Mode contains 1 builtin courses And Course Maker wide range parts tools available construct courses Want coinshooting cannons Bowser riding giant Goomba Cat Mario sliding slopes take army baddies Go You call shots Pass JoyCon controller partner build cooperatively single system,3.7,3
It seventh game Fire Emblem series second game series released Game Boy Advance first released North America Europe It features prologue storyline designed introduce newcomers Fire Emblem gameplay tactical basics The overall narrative prequel events previous game Fire Emblem The Binding Blade set twenty years later The game first released localized title Fire Emblem West later rebranded Fire Emblem The Blazing Blade Fire Emblem Heroes released,3.7,5
In LEGO Marvel Super Heroes players unlock 1 characters across Marvel Universe including fan favorites like SpiderMan Iron Man Wolverine Captain America Hulk Thor Black Widow Hawkeye Deadpool Loki Galactus The game pack plethora supercool character abilities combatlike action sequences epic battle scenes puzzlesolving unique story told playful LEGO humor,3.6,2
Sonic Colors titled Sonic Colours European Australian markets platforming game Sonic Hedgehog series developed Sonic Team published Sega 21 The game released worldwide Wii November 21 Another version featuring different gameplay also released Nintendo DS time,3.4,4
Pokmon Sun Pokmon Moon trademarks registered thus leaking next Pokmon game titles public Pokmoncom confirmed games would Nintendo 3DS released holiday 216 new world new Pokmon new adventures Pokmon Sun Pokmon Moon first games Pokmon series allow players choose nine languages play In addition English French German Italian Japanese Korean Spanish players able play Traditional Simplified Chinese,3.3,7
Zelda II The Adventure Link second major installment The Legend Zelda series direct sequel first game Like predecessor features dungeons must located overworld searched item prove useful However game presents many important gameplay changes compared previous one affecting especially movements combat Moving around world map involves encounters enemies take place sidescrolling playfield rather topdown perspective series became known,2.6,6
Battlefield 4 genredefining action blockbuster created Dice made moments blur line game glory moments found Battlefield Go Boot Camp learn basics Battlefield 4s engaging single player intense multiplayer mode Here youll also find intel Levolution Commander Mode Naval Warfare many exciting game features,3.5,5
Budokai Tenkaichi 3 1vs1 fighting game based animemanga Dragon Ball Akira Toriyama It includes apocalyptic battles essence Dragon Ball series following main story popular manga As previous games series youll select character 162 characters movements combos fight friend computer many different game modes many different stages weathertime conditions,3.9,2
Take 2 quick quirky microgames lightningfast minigames filled frantic fun solo friend When latest harebrained business scheme goes awry Wario must use signature style smell fix How By playing twisted collection microgames course From assembling robot pulling statues armpit hair WarioWare Get It Together game comedic cooperative microgame mashup,3.5,4
A unique psychological action thriller delivered Alist Hollywood performances Elliot Page Willem Dafoe Beyond Two Souls takes thrilling journey across globe play remarkable life Jodie Holmes,2.7,0
This story survival strange new world Celebrating 2th Anniversary Digimon Anime Digimon Survive presents brandnew adventure set mysterious world characters designed Uichi Ukumo music muchacclaimed Tomoki Miyoshi Digimon Survive sees brandnew group teenagers led Takuma Momozuka get lost school camping trip finding transported strange new world monsters danger As fight way back home animated world difficult decisions deadly battles players choices throughout game impact evolution monster allies final ending Battles game fought 2D classic SRPG style,3.4,8
Spiritfarer cozy management game dying You play Stella ferrymaster deceased Spiritfarer Build boat explore world befriend care spirits finally releasing afterlife Farm mine fish harvest cook craft way across mystical seas Join adventure Daffodil cat twoplayer cooperative play Spend relaxing quality time spirit passengers create lasting memories ultimately learn say goodbye cherished friends What leave behind,3.9,0
Little Nightmares II suspenseadventure game play Mono young boy trapped world distorted humming transmission distant tower With Six girl yellow raincoat guide Mono sets discover dark secrets The Signal Tower save Six terrible fate journey straightforward Mono Six face gallery new threats terrible residents world Will dare face collection new little nightmares,4.0,4
The Evil Within 2 latest evolution survival horror Detective Sebastian Castellanos lost But given chance save daughter must descend nightmarish world STEM Horrifying threats emerge every corner world twists warps around Will Sebastian face adversity head weapons traps sneak shadows survive,3.7,1
The Bloons back better ever Craft perfect defense combination awesome monkey towers upgrades Heroes activated abilities pop every last Bloon comes way,3.8,0
Sayonara Wild Hearts euphoric music video dream awesome riding motorcycles skateboarding dance battling shooting lasers wielding swords breaking hearts 2 mph,3.9,0
Metro 233 Redux definitive version cult classic Metro 233 rebuilt latest greatest iteration 4A Engine Next Gen Fans original game find unique world Metro transformed incredible lighting physics dynamic weather effects Newcomers get chance experience one finest storydriven shooters time epic adventure combining gripping survival horror exploration tactical combat stealth All gameplay improvements features acclaimed sequel Metro Last Light transferred Metro 233 Redux superior AI controls animation weapon handling many create thrilling experience newcomers veterans alike With two unique playstyles legendary Ranger Mode included Metro 233 Redux offers hours AAA gameplay incredible price,3.6,5
MELTY BLOOD series 2D fighting games based TYPEMOONs visual romance novel Tsukihime Since games original release PC 22 also number ports arcade PlayStation 2 Steam Now long last MELTY BLOOD series making way PlayStation4 Nintendo Switch Xbox One Steam September 3 221 form MELTY BLOOD TYPE LUMINA,3.6,5
The glitz glamour unbridled decadence 8s back Yakuza prequel set 1988 Yakuza series taking place first game Fight like hell Tokyo Osaka protagonist Kazuma Kiryu series regular Goro Majima Play Kazuma Kiryu discover finds world trouble simple debt collection goes wrong mark winds murdered Then step silvertoed shoes Goro Majima explore normal life proprietor cabaret club,4.4,1
Mow thousands night creatures survive dawn Vampire Survivors gothic horror casual game roguelite elements choices allow quickly snowball hundreds monsters get thrown,3.7,2
A Psychic Odyssey Through Minds Misfits Monsters Madmen This classic actionadventure platformer acclaimed developers Double Fine Productions follows story young psychic named Razputin,4.0,8
Bethesda Game Studios welcome world Fallout 4 ambitious game ever next generation openworld gaming As sole survivor Vault 111 enter world destroyed nuclear war Every second fight survival every choice Only rebuild determine fate Wasteland Welcome home,3.1,1
Several years last adventure retired fortune hunter Nathan Drake forced back world thieves With stakes much personal Drake embarks globetrotting journey pursuit historical conspiracy behind fabled pirate treasure His greatest adventure test physical limits resolve ultimately hes willing sacrifice save ones loves,4.1,0
The Legend Zelda A Link Past topdown action game puzzlesolving elements similar original The Legend Zelda After sidescrolling RPGlike gameplay Zelda II The Adventure Link game return topdown view gameplay style first installment It introduces major new items series Master Sword concept two different worlds revisited extent Ocarina Time two distinct time periods rather dark light worlds,4.1,6
Silent Hill first installment Silent Hill series psychological survival horror video games Unlike earlier survival horror games focused protagonists combat training main character Harry Mason average man The gameplay consists combat exploration puzzlesolving The controller vibration used indicate Harrys heartbeat vibrate low health The player must regularly enter inventory screen check Harrys health use items equip different weapons,4.1,2
Super Smash Bros Brawl third installment Super Smash Bros series followup Super Smash Bros Melee This edition introduces super attacks referred final smashes activated destroying smash balls feature powerful often unstoppable attacks regularly introducing major transformation character This edition also introduces brand new adventure mode The Subspace Emissary sidescrolling adventure style platformer It retains basic mechanics Super Smash Bros series damage meter stocks Smashstyle attacks,3.8,3
A new era shoot loot begin Play one four new vault hunters facing massive new world creatures psychos evil mastermind Handsome Jack Make new friends arm bazillion weapons fight alongside 4 player coop relentless quest revenge redemption across undiscovered unpredictable living planet,3.5,0
The journey become 1 assassin begins single slice No More Heroes story Travis Touchdown He received orders kill vagabond In front appears handsome assassin Helter Skelter After fierce skirmish Travis eliminates Skelter upon Silvia Christel arrives She informs Travis victory done without UAA permission nonetheless becomes 11th best assassin And Traviss journey begins No More Heroes offer exhilarating action experience thrilling scenario stylish visuals sounds,4.0,0
Uncover hidden wonders Tsushima openworld action adventure Forge new path wage unconventional war freedom Tsushima Challenge opponents katana master bow eliminate distant threats develop stealth tactics ambush enemies order win mongols,4.1,0
Assassins Creed nonlinear actionadventure video game player controls 12thcentury Levantine Assassin named Altar IbnLaAhad Third Crusade whose life experienced Animus 21st century descendant Desmond Miles,2.9,1
Sonic Hedgehog 3 Knuckles simply Sonic 3 Knuckles Sonic 3 Complete Edition platform video game result lockingon Sonic Knuckles Sonic Hedgehog 3 using former catridges unique lockon technology It essentially large combined game two lockon components contains Zones said games also contains special features unique game This would original Sonic Hedgehog 3 developers intended time constraints Sega resulted game split two,4.2,4
Resident Evil 2 sequel first Resident Evil title Like previous game series Resident Evil 2 3D actionadventure using threedimensional polygon characters twodimensional prerendered backgrounds action viewed variety cinematic fixed camera angles room Players choose play one two possible characters goes initial scenario differences type weaponry find people meet along way,4.2,5
This story heroes Since time immemorial warriors called musha ruled battlefield granted supernatural power enchanted suits armor tsurugi Minato Kageaki one musha driven duty crimson armor challenge greatest evils age But though madmen tyrants fall blade never claim battle right For tsurugi wields cursed Muramasa five centuries ago brought ruin land innocent blood price demands exchange terrible might Where demons I slay Where saints I slay These words oath unbreakable Law binding armor But also tell story past future come,4.3,4
Soma scifi horror game Frictional Games creators groundbreaking Amnesia Penumbra series The radio dead food running machines started think people Underwater facility PathosII suffered intolerable isolation going make tough decisions What done What makes sense What left fight Soma scifi horror game Frictional Games creators Amnesia The Dark Descent It unsettling story identity consciousness means human,4.0,5
The Binding Isaac Rebirth top procedurallygenerated roguelike game remade based original game The Binding Isaac You play Isaac little boy chased basement mother intends kill Isaac savior You explore different levels collect items try defeat mother whatever evil awaits If die restart none items collected must explore basement beyond,4.0,1
Luigi embarks dream vacation Mario friends upon receiving invitation luxurious hotel However dream quickly becomes nightmare King Boo reveals everything ploy capture Mario friends With assistance Professor E Gadd reluctant cowardly hero Luigi traverses treacherous floors nowominous hotel quest save,3.8,3
When King All Cosmos accidentally destroys stars sky orders pintsized princely son put twinkle back heavens Join King Prince Cosmos wacky adventure restore stars home go full HD,4.1,1
The seventh installment fanfavorite Mario Kart franchise brings Mushroom Kingdom racing fun glorious 3D For first time drivers explore new competitive kart possibilities soaring skies plunging depths sea New courses strategic new abilities customizable karts bring racing excitement new heights,3.5,3
This four player RPG adventure let hack slash smash way victory Featuring handdrawn characters Castle Crashers delivers unique hires illustrated visuals intense gameplay action Play three friends discover mindboggling magic mystery amazing world created,3.6,8
Rain World survival platformer set abandoned industrial environment ravaged shattered ecosystem Bonecrushingly intense rains pound surface making life know almost impossible The creatures world hibernate time brief dry periods go search food,4.1,8
Calling Superstars Mario Party back 5 classic boards Nintendo 64 Mario Party games Frosting meets flowers race get stars sabotage opponents Peachs Birthday Cake board original Mario Party game Or watch countdown unleashes Bowser Coin Beam hold onto coins Space Land board The tides turn quickly Mario Party stay vigilant partygoers This modes played online,3.7,3
As mischievous schoolboy youll stand bullies get picked teachers play pranks win lose girl ultimately learn navigate obstacles worst school around Bullworth Academy corrupt crumbling prep school uptight facade,3.9,0
Mario Kart 64 second main installment Mario Kart series It first game series use threedimensional graphics however characters items game still twodimensional prerendered sprites The game offers two camera angles three engine sizes 5cc 1cc 15cc Each kart distinctive handling acceleration top speed capabilities Shells fire rival racers Bananas make skid Lightning Bolts make small slow games unique powerups,3.5,3
This game brandnew entry Octopath Traveler series It takes series HD2D graphics fusion retro pixel art 3DCG even greater heights In world Solistia eight new travelers venture forth exciting new era Where go What Whose tale bring life Every path take Embark adventure,4.4,1
Norco Southern Gothic point click narrative adventure immerses player sinking suburbs verdant industrial swamps distorted South Louisiana Your brother Blake gone missing aftermath mothers death In hopes finding must follow fugitive security android refineries strip malls drainage ditches suburban New Orleans,3.9,1
Resident Evil 22 remake original 1996 video game name featuring various improvements gameplay overhaul The game features allnew graphics sound also incorporates gameplay elements earlier installments While overall plot remained mostly unchanged several new areas rooms added game This remake also features many additional modes secrets various endings original,4.3,5
Write epic odyssey become legendary Spartan hero Assassins Creed Odyssey inspiring adventure must forge destiny define path world brink tearing apart Influence history unfolds experience rich everchanging world shaped decisions,3.4,0
An unconventional tactical action RPG powerful group called Camerata cause measureless destruction ambiguous settlement Cloudbank Red famous singer city goes journey along lover trapped inside Transistor powerful machine mysterious properties get bottom situation get lost voice back,3.8,4
The Evil Within action survival horror game draws inspiration Resident Evil series grimy look exaggerated gore The game directed Shinji Mikami creator Resident Evil former Resident Evil 4 director You must navigate hostile game world limited resources requires use wits survive correctly manage resources encounters various terrors dangers throughout game The environments may also change without warning realtime based actions adding variables game,3.4,5
Strike terror hearts demons devils fight way eight Hells Metal Hellsinger rhythm FPS brimming diabolical enemies powerful weapons metal music Set infernal journey order achieve purest goals Vengeance,3.7,9
The improved enhanced Halo The Master Chief Collection features visual enhancements 4K UHD resolution improved matchmaking offline LAN customizable installation options faster load times definitive way experience ultimate Halo saga Includes extensive suite campaign multiplayer additional features Halo Combat Evolved Anniversary Halo 2 Anniversary Halo 3 Halo 4 updated run 6FPS,4.2,5
Pokmon Crystal special edition Pokmon Gold Silver It added option play female character expanded upon storyline made slight aesthetic changes stillintact core experience becoming Pokmon Master,3.9,7
From critically acclaimed developer Naughty Dog comes first standalone adventure Uncharted series Fanfavorite character Chloe Frazer must enlist aid renowned mercenary Nadine Ross Uncharted 4 A Thiefs End order recover fabled ancient Indian artifact keep hands ruthless war profiteer Together theyll venture deep mountains India search legendary artifact Along way theyll learn work together unearth mystery artifact fight way fierce opposition prevent region falling chaos,3.8,1
Resident Evil 3 Nemesis survival horror video game third installment Resident Evil series Like two predecessors thirdperson actionadventure game polygonal characters prerendered backgrounds cinematic camera angles Although game uses basic engine gameplay previous games gameplay improved features autotargeting 18 degree spin new dodge move allows Jill avoid enemy attacks The PC Dreamcast versions includes eight Jills possible costumes well mercenary minigame Operation Mad Jackal allows play one three Umbrella soldiers On Playstation version special features must unlocked beating game high score,3.8,5
Sea Thieves offers essential pirate experience sailing fighting exploring looting everything need live pirate life become legend right With set roles complete freedom approach world players however choose,3.3,1
FEAR horror FPS resembles cross Doom 3 HalfLife Ring horror movies Demons replaced cloned soldiers element horror revolves around image spectral girl always appearing least expected fleeting moments The player sets member specialized strike force dealing unknown threats Initially player starts mundane weapons well presented progress gradually towards scifi ones danger increases The player also call upon bullettime ability slows time around player realised impressive visual aural effects game engine,3.8,2
Remade ground rise ranks Mafia Prohibition era organized crime After runin mob cab driver Tommy Angelo thrust deadly underworld Initially uneasy falling Salieri crime family Tommy soon finds rewards big ignore,3.7,4
Nothing seems Square Enixs latest action adventure game set crumbling world plagued disease dark unrecognizable creatures Players assume role unyielding protagonist NIER resolute quest discover cure daughter infected Black Scrawl virus With powerful allies mysterious book NIER encounters things confound even mightiest warriors With NIER experience seamless inbattle cinematics explore hauntingly familiar lands intense actionpacked battles storytelling like Square Enix,4.2,1
Similar previous season The Walking Dead Season Two pointandclick adventure game The player control Clementine direct character around environment examine interact various scenery elements collect use objects advance story The player also initiate conversations nonplayer characters via conversation trees Certain replies characters may offer player multiple choices select including option stay silent limited amount time make selection player select option conversation continue stayed quiet Such choices affect characters later react Clementine influence later events story Other scenes actionoriented requiring player complete quick time events avoid Clementine allies getting killed If player fails events game restart start scenes Such action scenes may also require player make key decision within limited time frame two characters save attacking walkers,3.5,2
Forspoken follows journey Frey young New Yorker transported beautiful cruel land Athia In search way home Frey must use newfound magical abilities traverse sprawling landscapes battle monstrous creatures,2.3,8
Max Payne 2 thirdperson shooter player assumes role Max Payne also plays Mona Sax levels Initially players weapon 9mm pistol As progress players access weapons including handguns shotguns submachine guns assault rifles sniper rifles handthrown weapons To move game along player told next objective Maxs internal monologue Max iterates next steps,4.1,2
Soul Hackers delivers firstperson dungeoncrawling RPG experience set future technology otherworldly forces meet macabre fusion cyberpunk futurism gothic horror A firstperson scifi RPG epic Soul Hackers tells city held beacon humanitys triumph technology infernal secret In wouldbe utopia group hackers takes centuriesold mystic society battle control humanitys fate begin,3.8,4
Battle onslaught mystical backwater cultists possessed militants even darker forces attempt discover lurks beneath earth retro FPS inspired 9s favorites Featuring full single player campaign endless survival mode classic arena multiplayer,4.0,2
Firstperson WRPG third mainline entry Elder Scrolls franchise player arrives island Vvardenfell exotic land plagued diseasecarrying storms ruled godly Tribunal Morrowind province Tamriel takes part prophecy foretelling second coming Nerevar supposedly save Morrowind malicious clans within outside Vvardenfell,4.0,1
Rollerdrome third person action shooter seamlessly blends high octane visceral combat fluid movement tricking mechanics one complementary challenging whole create original adrenalinepumping shooter experience like,3.7,8
Pokmon Sun Pokmon Moon trademarks registered thus leaking next Pokmon game titles public Pokmoncom confirmed games would Nintendo 3DS released holiday 216 new world new Pokmon new adventures Pokmon Sun Pokmon Moon first games Pokmon series allow players choose nine languages play In addition English French German Italian Japanese Korean Spanish players able play Traditional Simplified Chinese,3.3,7
YuGiOh Master Duel lets players old new enjoy hugely popular YuGiOh TCG digital form Players across globe compete intense collectible card Duels thrilling play watch Alongside iconic cards huge range monsters spells traps drawn YuGiOhs twodecadelong legacy,3.2,8
What greatest heroes became greatest threat Injustice Gods Among Us introduces bold new franchise fighting game genre NetherRealm Studios creators definitive fighting game Mortal Kombat Featuring DC Comics icons Batman Cyborg The Flash Harley Quinn Nightwing Solomon Grundy Superman Wonder Woman latest title awardwinning studio presents deep original story Heroes villains engage epic battles massive scale world line good evil blurred,3.0,0
PacMan arcade game developed Namco first released Japan May 22 198 considered one classics medium virtually synonymous video games icon 198s popular culture The player controls PacMan maze eating pacdots also called pellets dots When pacdots eaten PacMan taken next stage Four enemies Blinky Pinky Inky Clyde roam maze trying catch PacMan If enemy touches PacMan life lost PacMan withers dies When lives lost game ends Near corners maze four larger flashing dots known power pellets provide PacMan temporary ability eat enemies The enemies turn deep blue reverse direction usually move slowly When enemy eaten eyes remain return center box regenerated normal color Blue enemies flash white signal become dangerous length time enemies remain vulnerable varies one stage next generally becoming shorter game progresses,3.4,1
Based international versions games previously released Japan Europe FINAL FANTASY XX2 HD Remaster brings timeless classics forward current generation fans old new alike,4.1,8
Mortal Kombat X tenth main game oneonone fighting series sequel 211 title Mortal Kombat The game stays close visual style mechanics 211 reboot The main controls still based two types punches kicks blocking form combos uppercuts teleports special moves incorporate weapons fatalities The threetiered energy previous title returns making available XRay moves powered EX moves combo breakers As introduced Injustice Gods Among Us characters use environment reposition optionally use parts weapons Each character three variations different moves weapons There sprinting gauge returning Mortal Kombat 4,3.3,5
Shin Megami Tensei Digital Devil Saga follows Serf four companions set Nirvana land reached champions Junkyard A mysterious object awakens demonic powers within group allowing member transform deadly beast As one characters devour enemies absorb powers special abilities Defeat opposing tribes protecting enemy attacks deflecting blows performing linked attacks,4.1,1
